Id,PID,MS SubClass,Lot Frontage,Lot Area,Alley,Lot Shape,Utilities,Land Slope,Overall Qual,Overall Cond,Year Built,Year Remod/Add,Mas Vnr Area,Exter Qual,Exter Cond,Bsmt Qual,Bsmt Cond,Bsmt Exposure,BsmtFin Type 1,BsmtFin SF 1,BsmtFin Type 2,BsmtFin SF 2,Bsmt Unf SF,Total Bsmt SF,Heating QC,Central Air,Electrical,1st Flr SF,2nd Flr SF,Low Qual Fin SF,Gr Liv Area,Bsmt Full Bath,Bsmt Half Bath,Full Bath,Half Bath,Bedroom AbvGr,Kitchen AbvGr,Kitchen Qual,TotRms AbvGrd,Functional,Fireplaces,Fireplace Qu,Garage Finish,Garage Cars,Garage Area,Garage Qual,Garage Cond,Paved Drive,Wood Deck SF,Open Porch SF,Enclosed Porch,3Ssn Porch,Screen Porch,Pool Area,Pool QC,Fence,Misc Feature,Misc Val,Mo Sold,Yr Sold,SalePrice,have_bsmt,have_fireplace,have_garage,have_pool,have_fence,msz_RL,msz_R_others,msz_others,msz_nan,st_Grvl,st_Pave,st_nan,ld_c_Lvl,ld_c_unLvl,ld_c_nan,lt_c_Corner,lt_c_Inside,lt_c_others,lt_c_nan,nbrhd_pc_50010,nbrhd_pc_50011,nbrhd_pc_50014,nbrhd_nan,cdn_1_Norm,cdn_1_feature,cdn_1_rail,cdn_1_street,cdn_1_nan,cdn_2_Norm,cdn_2_other,cdn_2_nan,bdg_t_Duplex,bdg_t_fam,bdg_t_twnhs,bdg_t_nan,hse_s_1story,hse_s_2story,hse_s_split,hse_s_nan,rf_s_Gable,rf_s_other,rf_s_nan,rf_m_CompShg,rf_m_other,rf_m_nan,ex_1_MetalSd,ex_1_VinylSd,ex_1_cement,ex_1_other,ex_1_wood,ex_1_nan,ex_2_MetalSd,ex_2_VinylSd,ex_2_cement,ex_2_other,ex_2_wood,ex_2_nan,mvt_None,mvt_Stone,mvt_brick,mvt_nan,fdn_CBlock,fdn_PConc,fdn_other,fdn_nan,htg_GasA,htg_other,htg_nan,grge_t_Attchd,grge_t_Detchd,grge_t_other,grge_t_nan,sle_t_Con,sle_t_Oth,sle_t_WD,sle_t_nan
1044,527451290,160,21.0,1680,0,4,4,3,6,5,1971,1971,232.0,3,3,3,3,1,5,387.0,1,0.0,96.0,483.0,3,1,5,483,504,0,987,0.0,0.0,1,1,2,1,3,4,8,0,0,1,1.0,264.0,3,3,3,0,0,0,0,0,0,0,0,0,0,7,2008,85400,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0
2752,906380150,20,64.0,7488,0,3,4,3,7,5,2005,2005,0.0,4,3,4,3,3,6,393.0,1,0.0,815.0,1208.0,5,1,5,1208,0,0,1208,0.0,0.0,2,0,2,1,4,6,8,0,0,2,2.0,632.0,3,3,3,105,58,0,0,0,0,0,0,0,0,2,2006,183600,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0
807,906226060,70,120.0,26400,0,4,4,3,5,7,1880,2007,0.0,4,3,0,0,0,0,0.0,0,0.0,0.0,0.0,5,1,5,1288,728,0,2016,0.0,0.0,1,0,4,1,3,7,5,1,3,1,2.0,576.0,3,3,2,0,0,0,0,0,0,0,0,0,0,6,2009,131000,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0
1177,533236070,160,24.0,2645,1,4,4,3,8,5,1999,2000,456.0,4,3,4,3,1,6,813.0,1,0.0,147.0,960.0,5,1,5,962,645,0,1607,1.0,0.0,2,1,3,1,4,7,8,0,0,1,2.0,480.0,3,3,3,169,0,0,0,0,0,0,0,0,0,12,2008,200000,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0
1480,907418040,20,74.0,9627,0,4,4,3,7,5,2007,2007,0.0,4,3,4,3,3,6,24.0,1,0.0,1327.0,1351.0,5,1,5,1361,0,0,1361,0.0,0.0,2,0,3,1,4,6,8,0,0,2,2.0,610.0,3,3,3,0,50,0,0,0,0,0,0,0,0,6,2008,193000,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0
324,923202105,20,93.0,10114,0,4,4,3,5,5,2004,2005,0.0,3,3,5,3,3,1,0.0,1,0.0,1430.0,1430.0,5,1,5,1430,0,0,1430,0.0,0.0,2,0,3,1,4,7,8,0,0,2,2.0,624.0,3,3,3,0,0,0,0,0,0,0,0,0,0,3,2010,173500,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0
1311,902301140,70,34.0,4571,1,4,4,3,5,5,1916,1950,0.0,3,3,3,3,1,1,0.0,1,0.0,624.0,624.0,2,0,5,624,720,0,1344,0.0,0.0,1,0,4,1,3,7,8,0,0,1,3.0,513.0,2,2,3,0,0,96,0,0,0,0,0,0,0,5,2008,98000,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0
770,905101490,20,80.0,8816,0,4,4,3,5,6,1963,1963,0.0,3,3,3,3,1,3,651.0,1,0.0,470.0,1121.0,3,1,5,1121,0,0,1121,1.0,0.0,1,0,3,1,3,5,8,0,0,1,2.0,480.0,3,3,3,0,80,0,0,0,0,0,3,0,0,6,2009,139000,1,0,1,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0
2063,905107140,20,71.0,8197,0,4,4,3,6,5,1977,1977,148.0,3,3,3,3,1,1,0.0,1,0.0,660.0,660.0,5,1,5,1285,0,0,1285,0.0,0.0,1,1,3,1,3,7,8,1,3,2,2.0,528.0,3,3,3,138,0,0,0,0,0,0,3,0,0,4,2007,143500,1,1,1,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0
69,528458070,60,72.0,8640,0,4,4,3,7,5,2009,2009,0.0,3,3,4,3,2,6,24.0,1,0.0,732.0,756.0,5,1,5,764,783,0,1547,0.0,0.0,2,1,3,1,4,7,8,0,0,1,2.0,614.0,3,3,3,169,45,0,0,0,0,0,0,0,0,6,2010,215200,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0
2062,905106150,20,109.0,8724,0,4,4,3,5,5,1968,1968,0.0,3,3,4,3,1,4,492.0,1,0.0,402.0,894.0,4,1,5,894,0,0,894,0.0,0.0,1,0,3,1,3,5,8,1,1,3,2.0,450.0,3,3,3,0,0,0,0,0,0,0,0,0,0,5,2007,129000,1,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0
351,527131030,120,40.0,5664,0,3,4,3,8,5,2000,2000,0.0,4,3,4,3,1,6,1158.0,1,0.0,343.0,1501.0,5,1,5,1659,0,0,1659,1.0,0.0,2,0,2,1,5,5,8,1,5,3,2.0,499.0,3,3,3,212,59,0,0,0,0,0,0,0,0,10,2009,278000,1,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0
12,527165230,20,,7980,0,3,4,3,6,7,1992,2007,0.0,3,4,4,3,1,5,935.0,1,0.0,233.0,1168.0,5,1,5,1187,0,0,1187,1.0,0.0,2,0,3,1,3,6,8,0,0,3,2.0,420.0,3,3,3,483,21,0,0,0,0,0,4,1,500,3,2010,185000,1,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0
2339,527250040,190,100.0,34650,0,4,4,3,5,5,1955,1955,0.0,3,3,3,3,2,3,1056.0,1,0.0,0.0,1056.0,3,0,5,1056,0,0,1056,1.0,0.0,1,0,3,1,3,5,8,0,0,3,2.0,572.0,3,3,3,264,0,0,0,0,0,0,0,0,0,1,2006,145000,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0
624,535104120,20,92.0,10573,0,3,4,3,6,6,1961,1961,3.0,3,3,3,3,1,3,1312.0,1,0.0,141.0,1453.0,5,1,5,1453,0,0,1453,1.0,0.0,2,0,3,1,3,6,8,1,3,2,2.0,530.0,3,3,3,0,49,0,0,288,0,0,4,0,0,4,2009,187500,1,1,1,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0
86,532376160,20,65.0,8450,0,4,4,3,5,8,1965,2009,0.0,3,4,3,3,1,6,553.0,4,117.0,224.0,894.0,5,1,5,894,0,0,894,1.0,0.0,1,0,3,1,3,5,8,1,4,1,1.0,336.0,3,3,3,416,144,0,0,0,0,0,3,0,0,4,2010,138500,1,1,1,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0
1534,909277040,50,,11700,1,3,4,2,5,6,1937,1995,0.0,3,3,3,3,1,4,606.0,1,0.0,336.0,942.0,5,1,5,1265,673,0,1938,0.0,0.0,2,0,4,1,4,7,6,1,4,1,1.0,240.0,3,3,3,0,40,0,0,0,0,0,0,0,0,7,2008,198000,1,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0
2243,911103060,190,75.0,8250,0,4,4,3,5,6,1895,2006,0.0,3,4,3,3,1,1,0.0,1,0.0,957.0,957.0,2,0,5,1034,957,0,1991,0.0,0.0,2,0,4,2,3,9,8,0,0,0,0.0,0.0,0,0,1,0,0,133,0,0,0,0,0,0,0,6,2007,119600,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0
1957,535450190,50,60.0,8064,0,4,4,3,5,7,1949,2006,0.0,3,4,3,3,2,1,0.0,1,0.0,672.0,672.0,5,1,5,672,252,0,924,0.0,0.0,1,0,3,1,3,6,8,1,1,1,2.0,576.0,3,3,3,0,0,0,0,0,0,0,3,1,2000,7,2007,122900,1,1,1,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0
380,527355150,20,80.0,9600,0,4,4,3,8,5,1981,1981,0.0,4,3,4,3,1,5,1104.0,1,0.0,1420.0,2524.0,3,1,5,2524,0,0,2524,1.0,0.0,2,1,4,1,4,9,8,1,4,3,2.0,542.0,3,3,3,474,120,0,0,0,0,0,3,0,0,7,2009,278000,1,1,1,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0
2860,909276010,70,,11435,0,3,4,2,8,7,1929,1950,0.0,3,3,4,3,1,1,0.0,1,0.0,792.0,792.0,2,1,5,792,725,0,1517,0.0,0.0,1,0,3,1,4,7,8,2,4,1,2.0,400.0,3,3,3,0,0,0,0,0,0,0,0,0,0,6,2006,230000,1,1,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0
2517,533250130,120,30.0,9549,0,3,4,3,8,5,1995,1996,0.0,4,4,4,4,3,2,437.0,6,1057.0,0.0,1494.0,5,1,5,1494,0,0,1494,1.0,0.0,1,1,2,1,5,6,8,1,4,3,2.0,481.0,3,3,3,0,30,0,0,216,0,0,0,0,0,4,2006,270000,1,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0
1933,535302070,20,60.0,10950,0,4,4,3,6,6,1952,1952,0.0,3,3,3,3,1,5,441.0,1,0.0,507.0,948.0,3,1,5,948,0,0,948,0.0,0.0,1,0,2,1,3,5,8,0,0,1,2.0,410.0,3,3,1,0,48,0,0,0,0,0,0,0,0,4,2007,125000,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0
820,906340110,20,79.0,10637,0,4,4,3,8,5,2007,2008,336.0,4,3,5,3,4,6,1288.0,1,0.0,417.0,1705.0,5,1,5,1718,0,0,1718,1.0,0.0,2,0,3,1,4,7,8,1,4,2,3.0,826.0,3,3,3,208,44,0,0,0,0,0,0,0,0,9,2009,297000,1,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0
675,535426150,20,80.0,9000,0,3,4,2,6,6,1958,1958,82.0,3,3,4,3,4,1,0.0,1,0.0,160.0,160.0,2,1,5,1142,0,0,1142,0.0,0.0,1,0,2,1,3,5,8,1,4,2,1.0,384.0,3,3,3,0,28,64,0,0,0,0,0,0,0,4,2009,113500,1,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0
2910,923225240,160,41.0,2665,0,4,4,3,5,6,1977,1977,0.0,3,3,3,3,1,5,548.0,3,173.0,36.0,757.0,5,1,5,925,550,0,1475,0.0,0.0,2,0,4,1,3,6,8,1,3,2,1.0,336.0,3,3,3,104,26,0,0,0,0,0,0,0,0,7,2006,127000,1,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0
21,527358140,20,105.0,11751,0,3,4,3,6,6,1977,1977,480.0,3,3,4,3,1,4,705.0,1,0.0,1139.0,1844.0,5,1,5,1844,0,0,1844,0.0,0.0,2,0,3,1,3,7,8,1,3,2,2.0,546.0,3,3,3,0,122,0,0,0,0,0,3,0,0,1,2010,190000,1,1,1,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0
1873,534177210,20,80.0,9600,0,4,4,3,7,6,1973,1973,320.0,3,3,3,3,1,5,916.0,1,0.0,326.0,1242.0,2,1,5,1242,0,0,1242,0.0,0.0,1,1,3,1,3,6,8,1,3,1,2.0,528.0,3,3,3,0,0,0,0,0,0,0,0,0,0,9,2007,175500,1,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0
